"cdCliente","Cliente","CanalAtendimento","cdCidade"
"171773","Cliente 11036","MERCEARIA","84"
"171774","Cliente 2413","QUIOSQUES","54"
"171775","Cliente 6059","QUIOSQUES","25"
"171776","Cliente 7492","BARES TRADICIONAIS","68"
"171777","Cliente 9354","PRESTADORA DE SERVICOS","25"
"171778","Cliente 7693","MERCEARIA","144"
"171779","Cliente 1419","FLORICULTURA/CESTAS","25"
"171780","Cliente 1972","CONFEITARIA/PANIFICADORA","25"
"171781","Cliente 3406","RESTAURANTE","71"
"171782","Cliente 3363","INDUSTRIA/EMPRESA","25"
"171783","Cliente 5343","CONFEITARIA/PANIFICADORA","25"
"171784","Cliente 6766","CONVENIENCIA","159"
"171785","Cliente 2585","LOJA DE BRINQUEDOS/ELETRONICO","79"
"171790","Cliente 755","FARMACIA/DROGARIA","77"
"171791","Cliente 8969","RESTAURANTE","71"
"171792","Cliente 8968","SM DE 02 A 04 CHECK-OUT","66"
"171794","Cliente 385","MERCEARIA","90"
"171799","Cliente 7488","BOMBONIERE/BAZAR","71"
"171800","Cliente 7892","MERCEARIA","144"
"171801","Cliente 7195","MERCEARIA","137"
"171803","Cliente 4591","SM DE 10 A 19 CHECK-OUT","139"
"171805","Cliente 7586","MERCEARIA","25"
"171806","Cliente 6534","CONFEITARIA/PANIFICADORA","132"
"171807","Cliente 2944","BARES TRADICIONAIS","79"
"171808","Cliente 9958","BARES TRADICIONAIS","52"
"171809","Cliente 8047","MERCEARIA","29"
"171810","Cliente 6341","BOMBONIERE/BAZAR","79"
"171811","Cliente 11095","CONFEITARIA/PANIFICADORA","63"
"171815","Cliente 4823","MERCEARIA","17"
"171816","Cliente 4089","CONVENIENCIA","25"
"171817","Cliente 7120","MERCEARIA","36"
"171818","Cliente 752","CONFEITARIA/PANIFICADORA","77"
"171819","Cliente 3463","MERCEARIA","52"
"171820","Cliente 8414","CONFEITARIA/PANIFICADORA","55"
"171822","Cliente 1087","SM DE 02 A 04 CHECK-OUT","144"
"171823","Cliente 250","PRESTADORA DE SERVICOS","71"
"171824","Cliente 5535","MERCEARIA","34"
"171826","Cliente 8300","MERCEARIA","79"
"171827","Cliente 4207","MECANICA DE CARRO","79"
"171828","Cliente 8081","MERCEARIA","68"
"171829","Cliente 8167","ACOUGUE/VERDUREIRA","71"
"171830","Cliente 11547","QUIOSQUES","25"
"171831","Cliente 5551","MERCEARIA","68"
"171832","Cliente 604","FLORICULTURA/CESTAS","88"
"171833","Cliente 3329","CONVENIENCIA","25"
"171834","Cliente 8894","RESTAURANTE","47"
"171838","Cliente 252","CONFEITARIA/PANIFICADORA","52"
"171842","Cliente 1249","BOMBONIERE/BAZAR","25"
"171843","Cliente 443","FLORICULTURA/CESTAS","25"
"171844","Cliente 7676","LIVRARIA/PAPELARIA","71"
"171846","Cliente 463","TERCEIROS","19"
"171849","Cliente 10643","TERCEIROS","15"
"171851","Cliente 7163","ACOUGUE/VERDUREIRA","70"
"171852","Cliente 5766","BARES TRADICIONAIS","79"
"171853","Cliente 1012","CONFEITARIA/PANIFICADORA","74"
"171857","Cliente 10408","CONFEITARIA/PANIFICADORA","25"
"171858","Cliente 2800","MERCEARIA","144"
"171859","Cliente 10110","COOPERATIVAS","71"
"171860","Cliente 8177","HOTEL/MOTEL","123"
"171861","Cliente 7518","BOMBONIERE/BAZAR","107"
"171862","Cliente 9174","SM DE 02 A 04 CHECK-OUT","87"
"171864","Cliente 1451","CONFEITARIA/PANIFICADORA","25"
"171865","Cliente 11506","CONFEITARIA/PANIFICADORA","25"
"171866","Cliente 2936","SM DE 10 A 19 CHECK-OUT","31"
"171867","Cliente 314","CONVENIENCIA","17"
"171868","Cliente 9201","SM DE 05 A 09 CHECK-OUT","128"
"171871","Cliente 4094","FLORICULTURA/CESTAS","25"
"171872","Cliente 8479","CONFEITARIA/PANIFICADORA","25"
"171873","Cliente 6481","MERCEARIA","34"
"171874","Cliente 2945","MERCEARIA","25"
"171875","Cliente 10578","CONFEITARIA/PANIFICADORA","25"
"171876","Cliente 9148","MERCEARIA","52"
"171877","Cliente 10733","SM DE 02 A 04 CHECK-OUT","66"
"171878","Cliente 8531","FLORICULTURA/CESTAS","25"
"171879","Cliente 286","ACOUGUE/VERDUREIRA","53"
"171880","Cliente 3308","FLORICULTURA/CESTAS","25"
"171881","Cliente 9176","FARMACIA/DROGARIA","25"
"171882","Cliente 9150","BARES TRADICIONAIS","91"
"171883","Cliente 5039","MERCEARIA","53"
"171884","Cliente 11233","QUIOSQUES","25"
"171885","Cliente 4752","FLORICULTURA/CESTAS","25"
"171886","Cliente 1872","MERCEARIA","144"
"171888","Cliente 528","CONFEITARIA/PANIFICADORA","52"
"171889","Cliente 2732","MERCEARIA","25"
"171893","Cliente 9830","CONFEITARIA/PANIFICADORA","10"
"171895","Cliente 1354","SM DE 10 A 19 CHECK-OUT","125"
"171897","Cliente 3791","MERCEARIA","25"
"171898","Cliente 2015","MERCEARIA","25"
"171899","Cliente 9104","LIVRARIA/PAPELARIA","37"
"171900","Cliente 9969","CONFEITARIA/PANIFICADORA","55"
"171901","Cliente 11546","QUIOSQUES","139"
"171902","Cliente 1017","MERCEARIA","79"
"171903","Cliente 5099","FLORICULTURA/CESTAS","79"
"171904","Cliente 2269","CONFEITARIA/PANIFICADORA","10"
"171905","Cliente 9239","PRESTADORA DE SERVICOS","47"
"171906","Cliente 9693","FLORICULTURA/CESTAS","79"
"171907","Cliente 3380","ACOUGUE/VERDUREIRA","25"
"171910","Cliente 2263","MERCEARIA","25"
"171911","Cliente 4669","RESTAURANTE","79"
"171912","Cliente 2367","RESTAURANTE","25"
"171914","Cliente 1876","CONFEITARIA/PANIFICADORA","72"
"171916","Cliente 9477","TERCEIROS","79"
"171917","Cliente 8277","CONFEITARIA/PANIFICADORA","9"
"171918","Cliente 7099","CONFEITARIA/PANIFICADORA","17"
"171922","Cliente 5279","MERCEARIA","35"
"171923","Cliente 2703","SORVETERIA","31"
"171924","Cliente 6556","MERCEARIA","79"
"171925","Cliente 6118","RESTAURANTE","100"
"171926","Cliente 3798","SM DE 02 A 04 CHECK-OUT","104"
"171927","Cliente 2175","SM DE 02 A 04 CHECK-OUT","144"
"171928","Cliente 3279","MERCEARIA","54"
"171930","Cliente 4707","SM DE 05 A 09 CHECK-OUT","96"
"171931","Cliente 4726","MERCEARIA","77"
"171932","Cliente 424","QUIOSQUES","25"
"171933","Cliente 808","SM DE 10 A 19 CHECK-OUT","46"
"171934","Cliente 7932","CONVENIENCIA","9"
"171935","Cliente 1373","ATACADO","160"
"171936","Cliente 487","TERCEIROS","25"
"171937","Cliente 6163","INDUSTRIA/EMPRESA","47"
"171938","Cliente 8646","CONVENIENCIA","144"
"171939","Cliente 8203","CONFEITARIA/PANIFICADORA","47"
"171940","Cliente 9560","CONFEITARIA/PANIFICADORA","125"
"171941","Cliente 6995","QUIOSQUES","25"
"171942","Cliente 7620","BARES TRADICIONAIS","17"
"171945","Cliente 9457","CONFEITARIA/PANIFICADORA","52"
"171946","Cliente 1951","MERCEARIA","56"
"171947","Cliente 7269","CONFEITARIA/PANIFICADORA","79"
"171948","Cliente 10510","CONFEITARIA/PANIFICADORA","79"
"171949","Cliente 2716","SORVETERIA","79"
"171950","Cliente 2861","RESTAURANTE","79"
"171951","Cliente 2471","CONFEITARIA/PANIFICADORA","47"
"171952","Cliente 5411","MERCEARIA","114"
"171953","Cliente 6912","CONFEITARIA/PANIFICADORA","66"
"171954","Cliente 9243","MERCEARIA","71"
"171955","Cliente 11331","HOTEL/MOTEL","71"
"171956","Cliente 7574","CONVENIENCIA","52"
"171959","Cliente 10608","QUIOSQUES","79"
"171960","Cliente 2736","CONVENIENCIA","57"
"171961","Cliente 11436","RESTAURANTE","79"
"171962","Cliente 7228","FARMACIA/DROGARIA","29"
"171963","Cliente 6289","BOMBONIERE/BAZAR","79"
"171964","Cliente 1446","BOMBONIERE/BAZAR","79"
"171965","Cliente 4810","FLORICULTURA/CESTAS","79"
"171966","Cliente 6140","HOTEL/MOTEL","33"
"171967","Cliente 7708","CONFEITARIA/PANIFICADORA","120"
"171968","Cliente 10462","CLUBE/CANTINA","25"
"171969","Cliente 4762","MERCEARIA","81"
"171973","Cliente 4699","RESTAURANTE","79"
"171974","Cliente 10894","MERCEARIA","137"
"171975","Cliente 1197","ACOUGUE/VERDUREIRA","79"
"171976","Cliente 4759","CONFEITARIA/PANIFICADORA","159"
"171977","Cliente 4110","MERCEARIA","47"
"171978","Cliente 3400","CONVENIENCIA","47"
"171979","Cliente 4980","BARES TRADICIONAIS","79"
"171981","Cliente 8465","CLUBE/CANTINA","52"
"171982","Cliente 7199","QUIOSQUES","52"
"171983","Cliente 1428","CONFEITARIA/PANIFICADORA","52"
"171984","Cliente 4093","BOMBONIERE/BAZAR","79"
"171985","Cliente 927","CONVENIENCIA","25"
"171986","Cliente 3993","SORVETERIA","79"
"171987","Cliente 2386","CONVENIENCIA","79"
"171989","Cliente 7893","MERCEARIA","71"
"171992","Cliente 10482","CONFEITARIA/PANIFICADORA","68"
"171993","Cliente 4927","BOMBONIERE/BAZAR","33"
"171996","Cliente 6337","CONVENIENCIA","33"
"171997","Cliente 10618","BARES TRADICIONAIS","79"
"171998","Cliente 2520","RESTAURANTE","79"
"171999","Cliente 10097","QUIOSQUES","25"
"172001","Cliente 11439","RESTAURANTE","47"
"172002","Cliente 2573","CONFEITARIA/PANIFICADORA","52"
"172003","Cliente 8260","MERCEARIA","73"
"172005","Cliente 10566","MERCEARIA","56"
"172006","Cliente 694","MERCEARIA","34"
"172007","Cliente 9117","CONFEITARIA/PANIFICADORA","100"
"172008","Cliente 9270","FLORICULTURA/CESTAS","79"
"172009","Cliente 10501","BANCA DE REVISTA","17"
"172010","Cliente 3524","ACOUGUE/VERDUREIRA","70"
"172011","Cliente 10918","BOMBONIERE/BAZAR","47"
"172012","Cliente 7023","QUIOSQUES","47"
"172013","Cliente 7166","CONFEITARIA/PANIFICADORA","79"
"172014","Cliente 8044","BOMBONIERE/BAZAR","79"
"172015","Cliente 8042","BARES TRADICIONAIS","79"
"172016","Cliente 912","BOMBONIERE/BAZAR","25"
"172018","Cliente 1942","MERCEARIA","71"
"172019","Cliente 10780","LOJA DE EQUIP COM OFICINA","71"
"172020","Cliente 1374","CONFEITARIA/PANIFICADORA","162"
"172021","Cliente 2045","ACOUGUE/VERDUREIRA","71"
"172022","Cliente 4828","QUIOSQUES","25"
"172023","Cliente 11625","PRESTADORA DE SERVICOS","104"
"172024","Cliente 9697","FLORICULTURA/CESTAS","114"
"172025","Cliente 4799","MERCEARIA","104"
"172026","Cliente 11601","PRESTADORA DE SERVICOS","72"
"172027","Cliente 2303","FLORICULTURA/CESTAS","114"
"172029","Cliente 3324","ACOUGUE/VERDUREIRA","79"
"172030","Cliente 362","LOJA DE BRINQUEDOS/ELETRONICO","144"
"172031","Cliente 9241","BOMBONIERE/BAZAR","118"
"172032","Cliente 699","RESTAURANTE","167"
"172033","Cliente 7104","CONFEITARIA/PANIFICADORA","79"
"172034","Cliente 7008","MERCEARIA","61"
"172035","Cliente 8620","CASA DE FERRAGENS","79"
"172036","Cliente 6269","RESTAURANTE","118"
"172037","Cliente 6973","MERCEARIA","71"
"172038","Cliente 6975","ACOUGUE/VERDUREIRA","160"
"172039","Cliente 916","BOMBONIERE/BAZAR","79"
"172040","Cliente 11588","CONFEITARIA/PANIFICADORA","24"
"172043","Cliente 1111","MERCEARIA","52"
"172044","Cliente 9841","BARES TRADICIONAIS","79"
"172045","Cliente 8659","FLORICULTURA/CESTAS","25"
"172046","Cliente 10657","FLORICULTURA/CESTAS","160"
"172047","Cliente 7112","LIVRARIA/PAPELARIA","79"
"172048","Cliente 5550","CONFEITARIA/PANIFICADORA","25"
"172049","Cliente 10763","BOMBONIERE/BAZAR","144"
"172050","Cliente 9006","MERCEARIA","25"
"172051","Cliente 3410","BARES TRADICIONAIS","25"
"172052","Cliente 2292","MERCEARIA","24"
"172053","Cliente 11017","ACOUGUE/VERDUREIRA","79"
"172056","Cliente 441","ACOUGUE/VERDUREIRA","79"
"172058","Cliente 1223","CONFEITARIA/PANIFICADORA","88"
"172059","Cliente 2309","MERCEARIA","79"
"172060","Cliente 2007","RESTAURANTE","25"
"172061","Cliente 7125","LOJA DE DEPARTAMENTO","25"
"172062","Cliente 11245","MERCEARIA","25"
"172063","Cliente 5748","FLORICULTURA/CESTAS","79"
"172064","Cliente 10880","LIVRARIA/PAPELARIA","47"
"172065","Cliente 10543","CONFEITARIA/PANIFICADORA","19"
"172066","Cliente 6683","MERCEARIA","137"
"172067","Cliente 9008","CONVENIENCIA","98"
"172068","Cliente 5818","RESTAURANTE","79"
"172070","Cliente 2889","SORVETERIA","47"
"172071","Cliente 4199","INDUSTRIA/EMPRESA","71"
"172072","Cliente 3680","MERCEARIA","17"
"172074","Cliente 4314","LOJA DE EQUIP COM OFICINA","71"
"172076","Cliente 6819","LOJA DE BRINQUEDOS/ELETRONICO","79"
"172077","Cliente 5371","BARES TRADICIONAIS","25"
"172078","Cliente 2590","FLORICULTURA/CESTAS","79"
"172080","Cliente 7634","MERCEARIA","19"
"172083","Cliente 6507","CONFEITARIA/PANIFICADORA","10"
"172085","Cliente 2415","CONVENIENCIA","74"
"172086","Cliente 9394","PRESTADORA DE SERVICOS","47"
"172087","Cliente 5378","MERCEARIA","79"
"172089","Cliente 5416","MERCEARIA","25"
"172090","Cliente 9023","MERCEARIA","28"
"172091","Cliente 11583","PESSOA FISICA","77"
"172092","Cliente 10964","CONVENIENCIA","33"
"172094","Cliente 10040","CONFEITARIA/PANIFICADORA","52"
"172095","Cliente 665","MERCEARIA","25"
"172096","Cliente 4147","RESTAURANTE","19"
"172101","Cliente 3950","CONFEITARIA/PANIFICADORA","19"
"172103","Cliente 9868","LOJA DE BRINQUEDOS/ELETRONICO","19"
"172104","Cliente 8466","RESTAURANTE","19"
"172107","Cliente 11173","MERCEARIA","19"
"172109","Cliente 5191","CONFEITARIA/PANIFICADORA","79"
"172110","Cliente 9833","CONVENIENCIA","9"
"172111","Cliente 3730","CONFEITARIA/PANIFICADORA","47"
"172112","Cliente 5427","ACOUGUE/VERDUREIRA","24"
"172114","Cliente 9093","MERCEARIA","63"
"172115","Cliente 10557","MERCEARIA","9"
"172116","Cliente 9259","RESTAURANTE","7"
"172117","Cliente 6322","MERCEARIA","79"
"172118","Cliente 2804","QUIOSQUES","71"
"172119","Cliente 7258","RESTAURANTE","153"
"172120","Cliente 836","CONFEITARIA/PANIFICADORA","19"
"172122","Cliente 2445","CONVENIENCIA","21"
"172126","Cliente 10614","BARES TRADICIONAIS","25"
"172127","Cliente 7172","BOMBONIERE/BAZAR","25"
"172129","Cliente 7950","CONFEITARIA/PANIFICADORA","98"
"172130","Cliente 8073","QUIOSQUES","98"
"172131","Cliente 5694","VIDEO LOCADORA","98"
"172132","Cliente 2144","QUIOSQUES","98"
"172135","Cliente 3942","BARES TRADICIONAIS","98"
"172136","Cliente 9433","MERCEARIA","98"
"172138","Cliente 8004","MERCEARIA","98"
"172140","Cliente 3412","MERCEARIA","125"
"172141","Cliente 10561","CONFEITARIA/PANIFICADORA","19"
"172143","Cliente 2806","PESSOA FISICA","52"
"172144","Cliente 5211","MERCEARIA","9"
"172145","Cliente 2890","ACOUGUE/VERDUREIRA","9"
"172146","Cliente 2222","CONFEITARIA/PANIFICADORA","9"
"172150","Cliente 10879","PRESTADORA DE SERVICOS","98"
"172151","Cliente 3689","FARMACIA/DROGARIA","98"
"172153","Cliente 7238","MERCEARIA","98"
"172157","Cliente 5768","PRESTADORA DE SERVICOS","25"
"172158","Cliente 8140","CINE FOTO","98"
"172159","Cliente 11450","LOJA DE BRINQUEDOS/ELETRONICO","98"
"172162","Cliente 1473","QUIOSQUES","98"
"172163","Cliente 11158","MERCEARIA","98"
"172164","Cliente 894","MERCEARIA","98"
"172165","Cliente 9474","CONVENIENCIA","98"
"172166","Cliente 5086","ACOUGUE/VERDUREIRA","98"
"172167","Cliente 4231","QUIOSQUES","98"
"172168","Cliente 1221","CONVENIENCIA","110"
"172170","Cliente 4350","HOTEL/MOTEL","110"
"172171","Cliente 995","RESTAURANTE","110"
"172173","Cliente 2461","CONFEITARIA/PANIFICADORA","110"
"172175","Cliente 9224","MERCEARIA","104"
"172176","Cliente 9087","MERCEARIA","61"
"172177","Cliente 5408","ACOUGUE/VERDUREIRA","53"
"172178","Cliente 1045","RESTAURANTE","10"
"172179","Cliente 3988","QUIOSQUES","81"
"172180","Cliente 6369","MERCEARIA","25"
"172183","Cliente 1485","LOJA DE DEPARTAMENTO","79"
"172184","Cliente 7934","SM DE 02 A 04 CHECK-OUT","144"
"172185","Cliente 3555","SM DE 10 A 19 CHECK-OUT","21"
"172186","Cliente 10881","SM DE 10 A 19 CHECK-OUT","71"
"172187","Cliente 6482","SM DE 10 A 19 CHECK-OUT","24"
"172188","Cliente 7259","RESTAURANTE","25"
"172189","Cliente 1034","BOMBONIERE/BAZAR","79"
"172190","Cliente 869","BARES TRADICIONAIS","79"
"172191","Cliente 1899","ATACADO","9"
"172192","Cliente 10802","MERCEARIA","79"
"172194","Cliente 4342","PRESTADORA DE SERVICOS","71"
"172195","Cliente 7165","PESSOA FISICA","71"
"172196","Cliente 10639","SM DE 10 A 19 CHECK-OUT","125"
"172197","Cliente 624","CONFEITARIA/PANIFICADORA","164"
"172198","Cliente 1153","FARMACIA/DROGARIA","25"
"172199","Cliente 8495","TERCEIROS","79"
"172200","Cliente 5373","MERCEARIA","57"
"172201","Cliente 2380","MERCEARIA","57"
"172202","Cliente 3573","CONVENIENCIA","57"
"172203","Cliente 6306","CONFEITARIA/PANIFICADORA","9"
"172204","Cliente 1377","MERCEARIA","79"
"172205","Cliente 2538","MERCEARIA","71"
"172206","Cliente 6440","CONFEITARIA/PANIFICADORA","62"
"172210","Cliente 9479","MERCEARIA","110"
"172213","Cliente 9453","MERCEARIA","110"
"172217","Cliente 1470","MERCEARIA","63"
"172218","Cliente 2709","QUIOSQUES","63"
"172219","Cliente 10703","CONFEITARIA/PANIFICADORA","62"
"172220","Cliente 2111","QUIOSQUES","52"
"172223","Cliente 6600","FARMACIA/DROGARIA","19"
"172224","Cliente 969","FARMACIA/DROGARIA","110"
"172226","Cliente 2594","ATACADO","153"
"172227","Cliente 2104","MERCEARIA","79"
"172228","Cliente 3428","CONVENIENCIA","17"
"172229","Cliente 4785","QUIOSQUES","71"
"172230","Cliente 2643","BARES TRADICIONAIS","79"
"172231","Cliente 5784","FARMACIA/DROGARIA","65"
"172233","Cliente 2536","QUIOSQUES","19"
"172235","Cliente 3849","CONVENIENCIA","110"
"172236","Cliente 3390","QUIOSQUES","77"
"172237","Cliente 9909","RESTAURANTE","47"
"172239","Cliente 4099","QUIOSQUES","144"
"172240","Cliente 829","RESTAURANTE","10"
"172242","Cliente 3885","FLORICULTURA/CESTAS","52"
"172243","Cliente 8566","CONFEITARIA/PANIFICADORA","24"
"172245","Cliente 1211","CONVENIENCIA","79"
"172246","Cliente 7672","CONFEITARIA/PANIFICADORA","79"
"172247","Cliente 5059","FLORICULTURA/CESTAS","25"
"172250","Cliente 693","MERCEARIA","73"
"172252","Cliente 4343","CONFEITARIA/PANIFICADORA","19"
"172253","Cliente 1896","BARES TRADICIONAIS","137"
"172254","Cliente 11119","FLORICULTURA/CESTAS","33"
"172255","Cliente 7677","BARES TRADICIONAIS","79"
"172256","Cliente 530","BARES TRADICIONAIS","79"
"172257","Cliente 4792","MATERIAL DE CONSTRUCAO","47"
"172258","Cliente 3398","SORVETERIA","52"
"172259","Cliente 4151","TERCEIROS","40"
"172260","Cliente 4022","TERCEIROS","139"
"172262","Cliente 6486","TERCEIROS","108"
"172264","Cliente 5381","RESTAURANTE","79"
"172265","Cliente 454","BANCA DE REVISTA","17"
"172266","Cliente 3593","MERCEARIA","25"
"172267","Cliente 7820","SM DE 02 A 04 CHECK-OUT","144"
"172268","Cliente 10553","MERCEARIA","72"
"172270","Cliente 868","PRESTADORA DE SERVICOS","120"
"172271","Cliente 1960","FLORICULTURA/CESTAS","79"
"172272","Cliente 9123","CONFEITARIA/PANIFICADORA","71"
"172273","Cliente 9961","CONFEITARIA/PANIFICADORA","24"
"172274","Cliente 5199","MERCEARIA","153"
"172275","Cliente 2455","CONFEITARIA/PANIFICADORA","25"
"172276","Cliente 2697","BOMBONIERE/BAZAR","25"
"172277","Cliente 590","BOMBONIERE/BAZAR","79"
"172278","Cliente 5155","BOMBONIERE/BAZAR","79"
"172279","Cliente 2064","QUIOSQUES","28"
"172282","Cliente 2962","QUIOSQUES","79"
"172283","Cliente 10755","CONFEITARIA/PANIFICADORA","9"
"172284","Cliente 577","MERCEARIA","63"
"172286","Cliente 5168","CONFEITARIA/PANIFICADORA","25"
"172287","Cliente 2810","CONFEITARIA/PANIFICADORA","44"
"172288","Cliente 2238","ACOUGUE/VERDUREIRA","44"
"172289","Cliente 11117","CONFEITARIA/PANIFICADORA","44"
"172291","Cliente 6329","RESTAURANTE","79"
"172299","Cliente 9334","MERCEARIA","66"
"172300","Cliente 9403","CONFEITARIA/PANIFICADORA","79"
"172301","Cliente 6250","CONFEITARIA/PANIFICADORA","73"
"172302","Cliente 5675","CONFEITARIA/PANIFICADORA","24"
"172303","Cliente 6334","MERCEARIA","144"
"172305","Cliente 7762","CONVENIENCIA","17"
"172306","Cliente 9105","CLUBE/CANTINA","71"
"172310","Cliente 4862","MERCEARIA","79"
"172311","Cliente 1950","BARES TRADICIONAIS","79"
"172312","Cliente 9860","SORVETERIA","79"
"172313","Cliente 3743","MERCEARIA","52"
"172314","Cliente 9120","CONVENIENCIA","88"
"172315","Cliente 9294","FARMACIA/DROGARIA","47"
"172316","Cliente 7830","QUIOSQUES","47"
"172317","Cliente 9402","MERCEARIA","73"
"172320","Cliente 7260","POSTO DE COMBUSTIVEL","25"
"172321","Cliente 4102","CONVENIENCIA","16"
"172322","Cliente 3742","MERCEARIA","104"
"172323","Cliente 7231","CONSTRUTORAS E CONSTRUCAO","17"
"172324","Cliente 5841","INDUSTRIA/EMPRESA","71"
"172325","Cliente 857","CONVENIENCIA","52"
"172326","Cliente 10583","SM DE 02 A 04 CHECK-OUT","33"
"172327","Cliente 10898","SM DE 02 A 04 CHECK-OUT","33"
"172328","Cliente 9655","SM DE 02 A 04 CHECK-OUT","33"
"172329","Cliente 1205","MERCEARIA","71"
"172330","Cliente 1932","CONFEITARIA/PANIFICADORA","47"
"172332","Cliente 3424","CONFEITARIA/PANIFICADORA","57"
"172333","Cliente 4128","RESTAURANTE","47"
"172334","Cliente 7712","AGROPECUARIA/CACA E PESCA","110"
"172335","Cliente 11171","MERCEARIA","110"
"172336","Cliente 8641","RESTAURANTE","139"
"172338","Cliente 6361","MERCEARIA","25"
"172342","Cliente 3435","MERCEARIA","57"
"172343","Cliente 2082","SM DE 02 A 04 CHECK-OUT","52"
"172344","Cliente 3574","MERCEARIA","155"
"172345","Cliente 7996","BOMBONIERE/BAZAR","25"
"172346","Cliente 6568","SM DE 02 A 04 CHECK-OUT","161"
"172347","Cliente 6636","BARES TRADICIONAIS","79"
"172348","Cliente 9744","BARES TRADICIONAIS","71"
"172349","Cliente 9309","BARES TRADICIONAIS","71"
"172352","Cliente 628","CONFEITARIA/PANIFICADORA","150"
"172353","Cliente 11467","CONFEITARIA/PANIFICADORA","47"
"172355","Cliente 4950","ACOUGUE/VERDUREIRA","17"
"172356","Cliente 1460","LOJA DE BRINQUEDOS/ELETRONICO","15"
"172357","Cliente 7797","MERCEARIA","126"
"172358","Cliente 2575","BOMBONIERE/BAZAR","126"
"172359","Cliente 2641","QUIOSQUES","126"
"172361","Cliente 10708","CONVENIENCIA","104"
"172362","Cliente 7856","CONVENIENCIA","104"
"172363","Cliente 4165","MERCEARIA","104"
"172364","Cliente 7897","MERCEARIA","144"
"172365","Cliente 10601","CONFEITARIA/PANIFICADORA","144"
"172366","Cliente 1316","BARES TRADICIONAIS","79"
"172367","Cliente 7803","RESTAURANTE","28"
"172369","Cliente 8131","SM DE 02 A 04 CHECK-OUT","25"
"172370","Cliente 1965","CONVENIENCIA","104"
"172371","Cliente 7836","SM DE 05 A 09 CHECK-OUT","53"
"172372","Cliente 7765","HOTEL/MOTEL","71"
"172373","Cliente 1243","BOMBONIERE/BAZAR","53"
"172374","Cliente 7859","CONFEITARIA/PANIFICADORA","153"
"172375","Cliente 739","SM DE 02 A 04 CHECK-OUT","61"
"172377","Cliente 2107","SM DE 02 A 04 CHECK-OUT","25"
"172379","Cliente 518","BOMBONIERE/BAZAR","123"
"172381","Cliente 4364","TERCEIROS","96"
"172382","Cliente 1296","TERCEIROS","10"
"172383","Cliente 1357","FLORICULTURA/CESTAS","25"
"172384","Cliente 514","MERCEARIA","24"
"172385","Cliente 723","ATACADO","144"
"172386","Cliente 5548","BANCA DE REVISTA","17"
"172387","Cliente 4221","CONFEITARIA/PANIFICADORA","79"
"172388","Cliente 5241","BOMBONIERE/BAZAR","32"
"172389","Cliente 1000","MERCEARIA","81"
"172390","Cliente 4952","RESTAURANTE","71"
"172391","Cliente 7900","BOMBONIERE/BAZAR","79"
"172392","Cliente 2135","MERCEARIA","81"
"172393","Cliente 6456","BARES TRADICIONAIS","79"
"172394","Cliente 6690","MERCEARIA","66"
"172395","Cliente 4223","BARES TRADICIONAIS","79"
"172396","Cliente 9220","CONFEITARIA/PANIFICADORA","79"
"172397","Cliente 9634","MERCEARIA","88"
"172398","Cliente 5043","MERCEARIA","81"
"172399","Cliente 1051","MERCEARIA","56"
"172400","Cliente 11326","RESTAURANTE","71"
"172401","Cliente 5344","CONFEITARIA/PANIFICADORA","71"
"172402","Cliente 5455","FLORICULTURA/CESTAS","25"
"172403","Cliente 9859","CONVENIENCIA","146"
"172404","Cliente 5092","RESTAURANTE","47"
"172405","Cliente 4130","BOMBONIERE/BAZAR","25"
"172406","Cliente 1977","MERCEARIA","79"
"172407","Cliente 735","INDUSTRIA/EMPRESA","79"
"172408","Cliente 7918","CONFEITARIA/PANIFICADORA","24"
"172409","Cliente 9675","MERCEARIA","24"
"172410","Cliente 2727","MERCEARIA","24"
"172412","Cliente 4892","QUIOSQUES","79"
"172413","Cliente 5192","MERCEARIA","10"
"172415","Cliente 10868","RESTAURANTE","151"
"172417","Cliente 1327","ABATEDOURO/FRIGORIFICO","54"
"172418","Cliente 7270","INDUSTRIA/EMPRESA","33"
"172419","Cliente 9500","MERCEARIA","18"
"172420","Cliente 11057","FARMACIA/DROGARIA","56"
"172421","Cliente 5611","SM DE 10 A 19 CHECK-OUT","52"
"172422","Cliente 2392","MERCEARIA","66"
"172423","Cliente 7028","MERCEARIA","52"
"172424","Cliente 10996","MERCEARIA","47"
"172426","Cliente 8338","MERCEARIA","98"
"172429","Cliente 6345","CONFEITARIA/PANIFICADORA","53"
"172430","Cliente 6528","BARES TRADICIONAIS","3"
"172431","Cliente 2694","CONFEITARIA/PANIFICADORA","136"
"172432","Cliente 5234","MERCEARIA","136"
"172433","Cliente 651","LOJA DE BRINQUEDOS/ELETRONICO","136"
"172434","Cliente 7804","BOMBONIERE/BAZAR","144"
"172436","Cliente 1016","FLORICULTURA/CESTAS","52"
"172437","Cliente 5146","MERCEARIA","45"
"172438","Cliente 6713","MERCEARIA","104"
"172439","Cliente 2225","CONFEITARIA/PANIFICADORA","79"
"172440","Cliente 11340","MERCEARIA","108"
"172441","Cliente 10927","MERCEARIA","144"
"172442","Cliente 3880","SM DE 02 A 04 CHECK-OUT","73"
"172444","Cliente 930","INDUSTRIA/EMPRESA","79"
"172445","Cliente 9475","CONVENIENCIA","9"
"172447","Cliente 2239","INDUSTRIA/EMPRESA","25"
"172448","Cliente 8594","MERCEARIA","73"
